text,id
"Damge to the country aside, our standing in the world will take decades to repair.",5_719_1
Our enemies think we don't have the political will to challenge them.,5_719_2
Our allies think we are unstable and unreliable.And they are both right.,5_719_3
Trump will burn it all down to feed his narcissistic ego and to make it difficult for incoming Biden administration.,5_720_1
"Scorched earth mentality, sick.",5_720_2
"So it was all about China...long article only told of 3 demands, essentially about related to blaming China for the pandemic.",5_721_1
This statement sums it up... “It wasn’t a negotiation.,5_722_1
It was blackmail.” Blackmail has always been trumps “art of the deal”.,5_722_2
Putin helped him hone that “art” to a KGB lethal edge.… See More,5_722_3
What were the demands?,5_723_1
Organizations outside of the US don't protect our interests.,5_723_2
"No matter, we'll hear from Pres.",5_723_3
Joe what he's prepared to give away to WHO.,5_723_4
This diminish President is the worst man ever lived.,5_724_1
Lucky  for  us  Joe  Biden  is  going to rejoin  WHO.,5_725_1
Then we will  have our allies  working with  us to resolve  covis.,5_725_2
Cadet Bone Spurs doesn't want to negotiate with anyone.,5_726_1
He wants to dictate what they do I believe that the withdrawal was just more of his go it alone strategy,5_726_2
IQ45 is a narcissistic sociopath...surrounded by other ego maniacs and incompetent enablers.,5_727_1
None of them is capable of doing anything appropriate or right.,5_727_2
So glad they're ALL FIRED!,5_727_3
I'm glad that our president is smart enough to read between the lines of your globalist healthcare system we have our own healthcare system in the United States we don't need a one world healthcare system and Joe Biden can go scratch because he has not… See More,5_728_1
I do think.most of these people understand that Trump is being replaced and will wait for Biden before they sign any agreements,5_729_1
Point of fact: trump has been voted out.,5_730_1
"He can/will salt the earth to the maximum that he can, but he'll be out of office in less than two months.",5_730_2
"At that point, he can pound sand.",5_730_3
Can we just tell the rest of the world to ignore him already?,5_731_1
It is so embarrassing to have this incompetent loser represent the United States.,5_732_1
"In my youth, Studio 54 was fun.",5_733_1
"Even better today is the number 54, 54 more days until he is gone.",5_733_2
Jo Castagna he should be gone NOW!,5_734_1
All that trump is doing will make biden look like a great president.,5_735_1
"For all the f**k ups, biden and his team will fix.",5_735_2
"Ferne Kemp Thrift Don't depend on your salary onlyif you have a Gmail account,computer or smartphones,you can start earning $1,000 daily and $10,000 weekly,without #sending_money to anyone #JOIN_NOW for more details https://www.fac… See More",5_736_1
Out too much damages already... How is going to take to repair what he has done!,5_737_1
Probably gave WHO just nanoseconds to respond.,5_738_1
Obvious attempt to to make WHO an issue in the culture wars.,5_738_2
"Wow just look at the group of whiny liberals on here moaning about Trump because he wants to leave the WHO, the group of people that have been wrong on so many levels.",5_739_1
Kerry J. McCarty America must re-engage with the world.,5_740_1
Kerry J. McCarty sure!,5_741_1
It’s called The New World Order.,5_741_2
Josephine Ianoale qanon alert,5_742_1
Anybody keen on the WHO??,5_743_1
Why in heavens name??,5_743_2
Yvonne Hagendijk oh gosh.,5_744_1
A number of things.,5_744_2
"For example, they can be very helpful in preventing pandemic outbreaks, like SARS, swine flu and Elboa.",5_744_3
"Of course, the US needs to have their active outbreak team in place.",5_744_4
Trump disbanded that too.,5_744_5
"Yvonne Hagendijk eradication of smallpox through vaccination, near eradication of polio (through vaccination), development of an ebola vaccine, on-going work on vaccines for HIV, malaria and TB--and those are only a few of the reasons why.",5_745_1
Elise Wade conclusion..they failed,5_746_1
Elise Wade the only who I like is THE WHO,5_747_1
Probably before Tedros was invited,5_748_1
Yvonne Hagendijk no.,5_749_1
Trump failed.,5_749_2
"Everywhere else in the world, the infection and death from Covid -19 is very much lower.",5_749_3
He will set the whole place on fire next...,5_750_1
"He is burning the house down and on the meantime keeps filing lawsuit's , so people don't realize what he is doing.Like they say, don't give a kid a lollipop, and then try to take it away...",5_751_1
Biden gets to start over.,5_752_1
He can stay out of WHO and the Paris Accord.,5_752_2
Cant be demanding nothing when you have a few days left there buddy,5_753_1
"Ulikah Buckhan yes ,CORRECT",5_754_1
Ulikah Buckhan  he is literally doing this,5_755_1
Sekai Mbawa people going to be camping outside just to flip him the finger when he leaves.,5_756_1
It should be televised really,5_756_2
Ulikah Buckhan girl or spray him with Clorox,5_757_1
"There’s a good chance Trump was confused and thought it was The Who band, not the W.H.O.",5_758_1
"""It wasn't a negotiation it was blackmail""",5_759_1
One Monkey  don’t stop no Show!,5_760_1
We owe it to our unborn children of our grandchildren to make this world more loving  and healthier,5_760_2
Right wing populism is too simplistic to recognize interdependencies,5_761_1
Is all about..profits...like jared and barbie nepotism...???,5_762_1
He's doing everything he can to blow up everything before he leaves!!,5_763_1
The World knows to wait he will burn his own bridges and maybe some of his voters will finally see how pathetic he is and how much he doesn't care about anything but Trump.,5_764_1
How many years has Biden been in Washington?,5_765_1
"So, we don't think he knows what's going on?",5_765_2
"Stephanie Potter I don't really know the right word to use to appreciate you but I just want to say thank you I never believe I could make such amount of $3,000 in this period of convid 19, just within a week am very grateful Mrs Juliet Opara .",5_766_1
You can… See More,5_766_2
Patti Young Watson maybe you should research and fact check before putting any false claims .,5_767_1
You sure sound like your IDIOT SORE LOSER POTUS TRUMP .,5_767_2
THE PATHETIC EXCUSE OF A POS MAN IS  YOUR CONMAN CORRUPT TRUMP ...,5_767_3
"Is one of his demands to recount the Votes in Pennsylvania,  Georgia, Ohio and Minnesota!",5_768_1
Pravin Bhana Michigan used illegal machines also.,5_769_1
Tom Whipple And Added Democrats,5_770_1
"Who cares about the pandemic president's ""list of demands""?",5_771_1
WHO only needs to address the health of the global population.,5_771_2
Anything this lame duck potus does is an exercise in futility.,5_771_3
Still Not Ready for Prime Time...and won't be through 1/20/2021.,5_772_1
"If pay, should have demands, unless too many intermediaries benefitting instead of the general population that's seriously doing the paying.",5_773_1
Blind don't see that.,5_773_2
"He pathetic, he wanted to bomb Iran as soon as he lost the election.",5_774_1
Anything to disrupt the Country.,5_774_2
What make him think he cant lose?,5_774_3
Talk abou running in 2024.,5_774_4
"He voted out now, who wants him back again.",5_774_5
I guess nobody read the article.,5_775_1
The W.H.O is a hot mess.,5_775_2
"Even our allies agree and changes needed to be made, and they aren’t doing it.",5_775_3
Plus....W.H.O is a little TOO cozy with China!!,5_775_4
Very dangerous position they put themselves in.,5_775_5
It’s not good for A… See More,5_775_6
I demand that trump go take a flying leap at a rolling donut.,5_776_1
We let Trunp off the hook when we compare him to a child.,5_777_1
He is a terrorist willing to destroy our country out of pettiness.,5_777_2
If Biden struggles Trump will have his platform for 2024 because he himself is laying the seeds of destruction.,5_777_3
What kind of 70 million people voted for this load of€£¥§?,5_778_1
There was his no effort to deal with Covid.,5_779_1
Tired of him... few more days will be history,5_779_2
He has no concept of negotiation.,5_780_1
The WHO is corrupted and was serving Chinas interests which is why Trump walked away.,5_781_1
This global pandemic would never have been nearly so catastrophic if the WHO had not worked with China as they did early on to cover up the true deadliness of the Wuh… See More,5_781_2
It’s like treason.,5_782_1
Te is supposed to uphold and protect our country,5_782_2
Yes and Joe will walk in and open the checkbook...,5_783_1
Diane Ellis us against the world.,5_784_1
Ingenious!,5_784_2
LOL,5_784_3
Luckily the WHO and the G20 know this.,5_785_1
My biggest hope is that world leaders embrace Biden and quickly get past trump.,5_786_1
The past four years are not who we are.,5_786_2
"If the Trump Americans wanted to ruin the USA,The real Americans will rise and bring it back to its feet.",5_787_1
"Why do the Americans keep funding for  this corruption org., a puppet for China?",5_788_1
Trumpfefe will still live in 2020 while 80M of us will move forward with our new president Joe Biden,5_789_1
"Liz Wolf  you have the figures backwards, socialist",5_790_1
Joan Casari no you do russian,5_791_1
Joe will get it cleaned up most people do not pay any attention to Trump,5_792_1
Big worry now is with the help of Israel and Saudi he will authorize attack Iran nuclear sites in the last a few days before Biden inauguration.,5_793_1
Many Middle East media talk about it.,5_793_2
Good for President Trump!,5_794_1
Why should be be paying the lion's share for these agencies and letting China dictate their behavior?,5_794_2
Kathy Dye that doesn't even add up.,5_795_1
Ruby Carnes Downie -Did you read the article?,5_796_1
The WHO is run by a person who allows China to dictate policy.,5_796_2
"Even when it is important to the health of the majority of the people of the world, China is doing the dictating.",5_796_3
I thought NYT was making COVID related stories publicly available?,5_797_1
How is this not COVID related?,5_797_2
Eileen Smyth The story is about what prompted the US to withdraw from WHO and the relationship between Pres Trump and the organization.,5_798_1
"COVID is the backdrop, not the focus of the narrative.",5_798_2
https://www.nytimes.com/subscription,5_798_3
So will the Biden administration go with the majority's choice for WTO Director-General?,5_799_1
Alvin Stravinsky America must re-engage with the world.,5_800_1
that we are interdependent with the res… See More,5_800_4
Sharon Rossi So will the Biden administration go with the majority's choice for WTO Director-General?,5_801_1
"What is this, a ransom?",5_802_1
List of demands?,5_802_2
"Every single United Nations subsidiary, including the United Nations is corrupt.",5_803_1
It's like he is going to try to cause as much destruction as possible before he gets kicked out of the white house.,5_804_1
He listened to mark meadows over his health advisors.,5_805_1
Meadows is a lightweight.,5_805_2
WHO is a sham Takes a leader to tell them to shove it and not pander to those jack wagonsTedros should be tried for crimes against humanity for botching the cholera epidemic in africa … See More,5_806_1
Diplomacy doesn’t really work by ultimatum.,5_807_1
"Except maybe in extreme cases, but the WHO?",5_807_2
Bahaha,5_807_3
Can he be charged with murder?,5_808_1
We wonder what will happen tot he NYTs after our Great President leaves office in January.,5_809_1
Would they write praise for the illegitimate incoming administration?,5_809_2
Or ignore misdoings as the NYTS did with the Nazis in WW II?,5_809_3
Jay Sanchez what’s illegitimate about the incoming administration exactly?,5_810_1
Jay Sanchez Ask the New York State Attorney General.,5_811_1
She's waiting for him with multiple state felony charges.,5_811_2
"By the way, the incoming Biden Administration is not illegitimate.",5_811_3
Enjoy your day.,5_811_4
"Sivie Suckerman If you have been sleeping for weeks, wake up and read about—thou shall be enlightened",5_812_1
Jay Sanchez you mean the allegations that are getting thrown out left and right by the courts because there is zero evidence to back any of them up?,5_813_1
Maybe you should wake up.,5_813_2
Sivie Suckerman https://www.scribd.com/.../PA-2020-Voter-Analysis-Report,5_814_1
Jay Sanchez the writer of what you posted didn’t even hide his bias.,5_815_1
He walked in trying to prove his hypothesis instead of simply looking at evidence.,5_815_2
It’s clear you don’t have experience with statistics or research if you read that crap and thought i… See More,5_815_3
There is no way #DiaperDon wrote the full list of seven demands all by his big boy self.,5_816_1
"He is a small, pathetic shell of a human.",5_817_1
"""F""trump, worst tyrant president ever!",5_818_1
He or Her who?,5_819_1
LIBEL Third?,5_819_2
President pants on fire and his blackmailing way's are sinking in the sunset.,5_820_1
An albatross has been taken off our necks...what a relief!!,5_821_1
"Somebody please wake me up on January 20, 2021 at 2 a.m. EST.",5_822_1
I won't miss Biden’s inauguration for anything in the world!,5_822_2
"<<The experts said it was easy to see why, in the face of Mr. Trump’s withdrawal and his efforts to deflect blame for the pandemic, Dr. Tedros chose not to negotiate.“It was an enormous backfire, and it was bound to be,” added Lawrence Gostin, a George… See More",5_823_1
"The word ""demands"" is one symptom of the problem.",5_824_1
Not being there to discuss neither his concerns nor his recommendations is a procedural fail.,5_824_2
Cannot wait till he is gone.,5_825_1
Then please NYT never mention him again.,5_825_2
Man.,5_826_1
Live samples?,5_826_2
Cuz they could not find their own?,5_826_3
Sowing chaos and division is the metier of Donald Trump.,5_827_1
"If he cannot do that, then he yanks down his diaper and takes a dump on people who don't do what he says.",5_827_2
He is beyond reprehensible and now in the grotesque monster stage.,5_827_3
May he rot.,5_827_4
History is repeating itself.,5_828_1
Deep state is eating the President alive like what they did to President Kennedy.Join Parler in Jesus' name to meet patriots.,5_828_2
Biden knows what’s going on.,5_829_1
Biden and Harris will reset everything.,5_829_2
Trump and his people are assclowns.,5_829_3
Sean Wasson best job killer going....thank god for Maine Pers....gas and oil are already up,5_830_1
"Sean Wasson Thrift Don't depend on your salary onlyif you have a Gmail account,computer or smartphones,you can start earning $1,000 daily and $10,000 weekly,without #sending_money to anyone #JOIN_NOW for more details https://www.fac… See More",5_831_1
And the man wonders why he lost.,5_832_1
Such a moron.,5_833_1
Only fit for prison.,5_833_2
Biden and Harris are completely capable of successfully addressing these challenges!,5_834_1
briefly pls what r d 7 demsnds  foolish r not?,5_835_1
I'm so glad Trump and his illness will be out of our government.,5_836_1
He's just trying to do as much damage as he can now.,5_837_1
Trump has no understanding of the idea of diplomacy.,5_838_1
ALL United Nations agencies are basically diplomatic organization since you try to convince countries to do things rather than try to bully them into doing so,5_838_2
One of  his last childish acts.,5_839_1
tRump doesn't have a Clue....WHO is not going to take demands from a Dictator Wannabe like DJT,5_840_1
So sad but true and his followers still support him!,5_841_1
"Demands, demands, demands and overwhelming stupidity",5_842_1
Everything this orange Mussolini touches goes bad,5_843_1
I read this and appreciate the NYT presenting it.,5_844_1
A couple of my own comments follow.,5_844_2
1-DT was correct in telling the WHO DIRECTOR that China needed to be held to task by WHO!,5_844_3
WHO did not make such a move 2- the United States just like we have done w… See More,5_844_4
"What a scared, weak little man",5_845_1
"Not only should USA rejoined the W.H.O, we should pay back all memberships fee dues that was owed by this crazy tRump administration a Putin’s puppet!",5_846_1
"Femi Adeagbo Thrift Don't depend on your salary onlyif you have a Gmail account,computer or smartphones,you can start earning $1,000 daily and $10,000 weekly,without #sending_money to anyone #JOIN_NOW for more details https://www.fac… See More",5_847_1
He was never fit to be President,5_849_1
I said it....change the codes.,5_850_1
Take away power!,5_850_2
This ticking time bomb wants to be martyred!,5_850_3
Adwar Aram is planning to attack California’s nuclear sites in Northern California with many of his nuclear suitcases buried underground.,5_851_1
This is the ”Switch” operation also duped ”The Biden's Curse(BC)”.,5_851_2
He is getting rid of his Iran nuclear connectio… See More,5_851_3
Making demands?,5_852_1
I want that National Health Care you promised Mr. Trump.,5_852_2
Karl Derrick absolutely right.,5_853_1
"He announced often, but delivered nothing until today..",5_853_2
"So glad Trump is going, going, gone come January 20, 2021!",5_854_1
"Next, hoping for #TrumpFirPrison2021",5_854_2
Such a disgrace.,5_855_1
Thank God we have a new President elected.,5_855_2
The United States will once again be respected around the world!,5_855_3
Whenever dealing with Donald Trump a person really needs to have a hostage negotiator close by.,5_856_1
Richard Knoggin absolutely,5_857_1
The WHO must be reconstituted and appointees be people with no political affiliations.,5_858_1
The current WHO leadership is Pro China.,5_858_2
are the Kenyan bots just a year behind on all the neonazi conspiracy theories or something?,5_859_1
And?,5_860_1
"So?Even if that were true, so what?",5_860_2
He is a spiteful irritant.....so evil.No one should  show up for his moronic briefings.,5_861_1
Plain and simple he is an idiot destroying our Country as an impeached lame duck.,5_862_1
"Great, something else Biden is going to have to fix",5_863_1
Love that Mr. Trump still thinks he has any power left,5_864_1
Hie mother must be so proud of his relentless behavior.,5_865_1
"Trump's ""my way or no way"" never did work.",5_866_1
Just made things worse.,5_866_2
Be gone grifter!,5_866_3
We have the most to gain by staying with the WHO.,5_867_1
And the most to lose.,5_867_2
Another thing Trump didn't think through.,5_867_3
Hopefully President-elect Biden will be able to get us back in,5_868_1
"Luckily we only have a few more weeks of this dolt, then he’s evicted.",5_869_1
Stop reporting what he does.,5_870_1
We no longer want to hear it.,5_870_2
I don’t anyway.,5_870_3
Ready for Unity and Peace!,5_871_1
BidenHarris,5_871_2
Surprised one of the demands wasn’t to recognize him as king of the world!,5_872_1
Why is it that the so called deal maker and master negotiator could NEVER close deals?That’s because the only deals he’s ever made came from other parties being bullied and coerced by Trump,5_873_1
A child destroying everything because he could never achieve the universal adoration he craves.,5_874_1
AND WE WILL BE  RETURNING TO WHO  !!,5_875_1
BACK TO SANITY !,5_875_2
Doreen Frances Moloney JOIN CHARNEL  https://t.me/joinchat/UduaBk6dmcFzOjQmOkjnrwIs your bitcion wallet 0.000000BTCI can he… See More,5_876_1
All Democrats are lier and cheats if you think joe boy won fair you,5_877_1
This is rich “The fourth item on the list called for the W.H.O.,5_878_1
to dispatch a team to Taiwan to study its successful pandemic response.,5_878_2
"Taiwan is not a member of the health organization, and Beijing, which claims the self-ruled island as its own, exert… See More",5_878_3
Money for World Health Organization is money for nothing.,5_879_1
"Georgie Kovac just because you have absolutely no idea what the organization does, doesn’t mean that it is unimportant.",5_880_1
You tell me.,5_881_1
Georgie Kovac use Google.,5_882_1
I’m out of the business of providing good information that is always discounted,5_882_2
Screw him.,5_883_1
We'll just undo it all after he's gone.,5_883_2
The WHO is evil; Poppa Trump was right to stand up to these sc**bag globalists.,5_884_1
Such a destructive force.,5_885_1
Please go away early.,5_885_2
I read the article which stated that The WHO had brought about some of the changes on the list.,5_886_1
Biden shouldn’t have too much trouble bringing the US back into the fold with support from the EU,5_886_2
So he blackmailed the WHO?,5_887_1
Sounds about right.,5_887_2
Shame on us!,5_888_1
And I’m not in charge of anything!,5_888_2
"#Fascist #Dictator #NaziGOP #HitlerTrump wants, wants, wants without understanding what any of it means in any larger sense.",5_889_1
Trump wants to do as much damage as possible before he gets the boot!,5_890_1
can we get this loser off our front pages please.,5_891_1
"Please Georgia, vote blue so these criminals in the gop are taught they cannot grift, lie and cheat to abuse our citizens and democracy.",5_891_2
This gop and moronacy are the biggest terrorists our country has … See More,5_891_3
The worst President in the world...,5_892_1
I can’t wait for this moron to be gone!!,5_893_1
Don't worry we'll be back in W.H.O.,5_894_1
"on Jan. 21, 2020!!",5_894_2
Funny how Trump required the proportionality at WHO he would refuse in the US Senate...,5_895_1
He's irrelevant now.,5_896_1
They can all move on.,5_896_2
Even us too.,5_896_3
Well.,5_897_1
"We all know, what time it needs to have an official request worked on.",5_897_2
"Results will come after 20th of January - keep calm, have a tea and enjoy the Punch and Judy show.",5_897_3
Always keep in mind - from that date mentioned a cultivated boredom will flo… See More,5_897_4
Toddler having a Temper tantrum,5_898_1
This nightmare will soon be over.,5_899_1
more proof he just does not care- so obvious.,5_900_1
Loser.,5_900_2
Why would the WHO ‘negotiate’ with the failed LOSER Trump when he’s on the way to prison??,5_901_1
Pre Biden will work with him in a couple months.,5_901_2
Take a load off and chill for 2 months.,5_901_3
"After the holidays, America’s sanity returns to the White House.",5_901_4
I wish this orange fat dangerous mental imared fool would just walk away now.,5_902_1
"I wish DEMS had the Senate NOW, he'd  be gone for good!!!!!",5_902_2
"""tHe Art oF tHE dEaL""",5_903_1
Soon to be history and no one would remember.,5_904_1
"The WHO is nothing but a joke, just as the UN is.",5_905_1
"They are corrupt, liars and hypocrites",5_905_2
This is a short story ___________… See More,5_906_1
People who didn’t support Hillary gave us this mess.,5_907_1
Oh that's right its the Nytimes.,5_908_1
Biden will hsve to clean a lot of mess left by this pathetic liar,5_909_1
He doesn't know what lame duck means in terms of lost leverage.,5_910_1
Hypocrites.,5_911_1
"The Republicans rendered Obama a ""lame-duck president"" 11 months before he left office (refusing to consider Garland for SCOTUS).",5_911_2
"Now, they are fully behind Trump as he behaves erratically and issues draconian orders, only 2 months before h… See More",5_911_3
That's completely fine Trumpy Dumpty.,5_912_1
"Come January 20th, we'll go back into the W.H.O.",5_912_2
And Biden will walk back to WHO in January.,5_913_1
He needs to change his diaper quite frequently now .,5_914_1
Somebody explained to him what LAMEDUCK means.,5_915_1
You’re LEAVING.,5_915_2
STOP MAKING A BIG MESS.,5_915_3
"He's a bully, pure and simple.",5_916_1
He’s like a six year old that just lost his turn for kickball by being a bully at recess,5_917_1
Lizz Heckmann JOIN CHARNEL  https://t.me/joinchat/UduaBk6dmcFzOjQmOkjnrwIs your bitcion wallet 0.000000BTCI can he… See More,5_918_1
1000 million dollars!,5_919_1
https://pyxis.nymag.com/.../47beea0855e78f2a1ce0e8257a53e...,5_919_2
"Just say the bill and Melinda gates foundation, gavi vaccines .. Not to mention ID2020 .. Did I metion Rockerfeller plaza",5_920_1
Joe will fix it.,5_921_1
So who can please summarize for those of us with paywall,5_922_1
He’s a lame duck who cares.,5_923_1
Biden will fix it,5_923_2
It’s ok.We will be back in January!,5_924_1
"He’s forgetting something, he’s got no power now; you lost loser",5_925_1
Sodiq Omowumi,5_926_1
Cyprienne Lemon click on the link to contact the manager Mrs Juliet Opara,5_927_1
Sodiq Omowumi  shut up crazy,5_928_1
Hmm now Iran nuclear scientist assassinated.,5_929_1
I smell a rat,5_929_2
You liberals must be okay with us paying millions to the who while they do nothing but help China,5_930_1
Danie Gamez not so.,5_931_1
The idea here is to address the original outbreak wherever it occurs and keep it away from the US.,5_931_2
But then logic is probably not your strong suit since you are a Yrump support er.,5_931_3
Danie Gamez They are naive,5_932_1
"Danie Gamez well no.Yes they shut out by China and have made other mistakes, but that is no reason to leave.It is a reason to try and make a more effective organization.… See More",5_933_1
57 days and counting,5_934_1
Lonnie Anixt  he needs to go NOW!,5_935_1
Jean Bonewit patience .,5_936_1
Deep breaths .,5_936_2
Nemaste,5_936_3
Who cares what he wants.,5_937_1
54 days!,5_937_2
Shriek on the retreat,5_938_1
“Great negotiator.”Yeah.,5_939_1
Right.,5_939_2
Art of the deal I reckon.,5_940_1
Scorched earth policy.,5_940_2
"#DiaperDon is already a lame duck, everything he says he wants will be on hold.",5_941_1
No one will be listening to him.,5_941_2
Too little too late.,5_941_3
Now he's just messing up on purpose.,5_942_1
Faster,5_942_2
He's not a leader.,5_943_1
He's just a political arsonist.,5_943_2
"He doesn't know how to build and fix, just burn institutions and alliances down and walk away.",5_943_3
Jennifer Leigh and then buy the low valued assets for cheap ... evil man,5_944_1
"THIS MAN DESTROYING OUR PLANET, OUR COUNTRY, OUR PEOPLE AND OUR DEMOCRACY ,MAY PAIN FOLLOW HIM FOR THE REST OF HIS DAYS..",5_945_1
HE IS EVIL.,5_945_2
Some of us didn’t read the article because we didn’t pay the price.,5_946_1
This GOP Republican lame Senate is an AMERICAN DISGRACE letting this mentally I'll potus act this way.,5_947_1
THEY AHOULD BE HELD ACCOUNTABLE!,5_947_2
This type of BS is how he behaved NOTHING NEW,5_948_1
The w.h.o should tell trump to go pound sand!,5_949_1
"We will soon be rid of Donnie, the worst president in U.S. history:     https://www.youtube.com/watch?v=doAWJQd1iic&t=1s",5_950_1
He ruined all the World not only America,5_951_1
Renata Rocci if you think the world is ruined now wait until or if  sleepy Joe and socialist Kamala get in office,5_952_1
"Renata Rocci Sometimes in life you have to always do what you are afraid to do because it might turn out to be the best decision, trading has never serve me right until I came across Mrs Juliet Opara who changed my life for the better, I never new that… See More",5_953_1
Sodiq Omowumi go away....va fan c...,5_954_1
Sodiq Omowumi you don't belong here,5_955_1
Josephine Ianoale do you know what socialist word means?,5_956_1
You shouldn't get Social Security etc.,5_956_2
If you are against socialism,5_956_3
Renata Rocci  Do you know what “socialist” means?,5_957_1
because you are absolutely ignorant about SS...Social Security is an insurance policy that we pay for with earned money during our employment in life...it’s not a free giving of a socialist government.,5_957_2
"Josephine Ianoale oh no....you don't give ""ignorant"" to other people.",5_958_1
Free giving is comunist government!,5_958_2
In the European socialist Countries you pay for during your employment life in order to have free health care and pension when you retire!,5_958_3
Renata Rocci I get it ... why don’t you go and live in Europe yourself if you prefer the socialist governing,5_959_1
Josephine Ianoale you don't know where I live.,5_960_1
"You are the one that  call "" socialist"" instead of ""communist"" Countries where they get free Social Security!I'm very happy where I live and the only answer republican people know is to tell people go to… See More",5_960_2
54 more days,5_961_1
Poor trump walking into leadership after the worst president in American history and the leader in bomb dropping around the world and 11 trillion in added debt,5_962_1
Can't read this without a subscription....,5_963_1
Right on Danielle!,5_964_1
Why doesn’t the bum hole just stay on the golf course.,5_965_1
This bunch can't be gone soon enough.,5_966_1
Seem like very reasonable demands.,5_967_1
His demands: 1) Make the Big Mac part of a balanced breakfast.,5_968_1
2) Just straight up bribe Trump with $400 million.,5_968_2
… See More,5_968_3
Erik Flædt thank you for coming up with a moment of humor that makes sense,5_969_1
Glad to see him walk away all together,5_970_1
Sure would be nice to actually be able to read the articles....,5_971_1
"Lame duck moves, WHO knows not to react",5_972_1
Trump is burning down the house before handing the keys to Biden.,5_973_1
I can't deal Donald Trump acting like a two-year-old period.,5_974_1
I'll send you a diaper and a little bottle to suck on you moron.,5_974_2
The words diplomacy and negotiation are not in trumps vocabulary...,5_975_1
..,5_976_1
I don't believe one word..,5_976_2
well done leave everything what is criminal,5_977_1
"Marina Cornelissen Thrift Don't depend on your salary onlyif you have a Gmail account,computer or smartphones,you can start earning $1,000 daily and $10,000 weekly,without #sending_money to anyone #JOIN_NOW for more details https://w… See More",5_978_1
No one believes the WHO.,5_979_1
Here is perhaps what is most short sighted about Trump.,5_980_1
WHO does not have much in actual authority.,5_980_2
They can really only operate to the extent a country allows them too so this forces them to be almost heartbreakingly accommodating to other countries s… See More,5_980_3
Colin McLean even without the workarounds it was a disaster.,5_981_1
"50,000 people flew back from China and we didn’t test a one.",5_981_2
Colin McLean.,5_982_1
Trump was always too inept to serve in government.,5_982_2
He administers the US government like a mom and pop store on the corner.,5_982_3
Even that’s too generous Mom and Pop shops have to be diligent.,5_983_1
Trump is more like Jeoffery Lannister... a sociopath with no actual leadership skills beyond intimidation and whining...,5_983_2
OMG He's trying to kill us all!,5_984_1
We'll be back in January.,5_985_1
So glad this loaded diaper will be gone soon,5_986_1
Heart attack or stroke come on.,5_987_1
Baby Donnie stamped his footsies and didn't get his way.,5_988_1
"Trump knows Gates, Biden and China are in bed together.",5_989_1
Walk away.,5_989_2
Seems to me that Donald is trying to extort WHO.,5_990_1
54 days when Donny Dipshit is out on his ear and he pulls this ...,5_991_1
The WHO is a shill for China perfect for Biden.,5_992_1
Not even close to the truth Dennis,5_993_1
Jordan Springer https://www.nytimes.com/.../world/who-china-coronavirus.html,5_994_1
Jordan Springer com on man,5_995_1
KICK ROCKS 45..,5_996_1
How about they stop lying and acting like a CCP mouthpiece?,5_997_1
One of the thousands of reasons Trump has been FIRED for.,5_998_1
WHO is a corrupt evil entity run by US hating globalists.,5_999_1
Nice to see social distancing.,5_1000_1
Trump's no leader.,5_1001_1
"Never was, never will be.",5_1001_2
Just a thug the GOP let in the door because they desperately wanted to win an election.,5_1001_3
The GOP is who we need to treat with a great deal of suspicion always.,5_1001_4
They've brought America continuous misery over t… See More,5_1001_5
W.H.O.,5_1002_1
is run by globalists like Gates,5_1002_2
The One World Order Control Your Health Organization,5_1003_1
No one takes  that fool  seriously.,5_1004_1
Putin is still laughing.,5_1005_1
Thanks to all the MAGATs,5_1005_2
The Trump Republican fascist fantasy is over,5_1006_1
Thank God he’s walking away for good.,5_1007_1
John Proctor or being dragged away.,5_1008_1
Whichever works,5_1008_2
And we’ll be back in Jan 21.,5_1009_1
Lame duck,5_1009_2
Was one of the demands a life time supply of Big Macs for #DiaperDon?,5_1010_1
Or nah?,5_1010_2
His entire presidency had been scary as hell.,5_1011_1
I can't wait until he is out of the Whitehouse.,5_1011_2
"Laura Novak Thrift Don't depend on your salary onlyif you have a Gmail account,computer or smartphones,you can start earning $1,000 daily and $10,000 weekly,without #sending_money to anyone #JOIN_NOW for more details https://www.fac… See More",5_1012_1
Be back in January 21,5_1013_1
The absolute stupidity of the leftist base is unbelievable.,5_1014_1
You really dont research anything.,5_1014_2
Just mind numbing mimicking of the liberal media.,5_1014_3
Human parrots without a flippin clue.,5_1014_4
"Steve O'Leary Thrift Don't depend on your salary onlyif you have a Gmail account,computer or smartphones,you can start earning $1,000 daily and $10,000 weekly,without #sending_money to anyone #JOIN_NOW for more details https://www.fa… See More",5_1015_1
"Dear Americans,If you really want to know why, even before Trump, you were seen in a negative light: look no further than this crass display of absolute arrogance.",5_1016_1
"Americans have long had the view that they are equal to concept of Civis Romanus Sum, … See More",5_1016_2
Jean-Marc Deschamps accurate.,5_1017_1
If we dont flip the Senate there may be a diaspora of Americans seeking to move to functioning civilizations.,5_1017_2
President Biden will fix all his errors.,5_1018_1
The silver lining about y’all being subservient and docile is that you are going to and leave us alone LOL,5_1019_1
Trump's  poor brain seems to have trouble holding even the simplest thoughts,5_1020_1
Reality show president.,5_1021_1
Actual president arriving shortly...,5_1021_2
Glad the toddler wont be president for much longer,5_1022_1
Trump is right.,5_1023_1
Take it to the bank.,5_1023_2
Biden will never be Never be President!,5_1023_3
He will be an inmate!!!!!,5_1023_4
That's good.,5_1024_1
